2024-03-18 09:29:06,670: root: INFO: MyTrader : Executing the initialize lifecycle method
2024-03-18 09:29:09,132: root: INFO: Current backtesting datetime 2021-01-04 08:30:00-05:00
2024-03-18 09:29:09,133: root: INFO: MyTrader : Executing the before_market_opens lifecycle method
2024-03-18 09:29:09,134: root: INFO: Current backtesting datetime 2021-01-04 09:30:00-05:00
2024-03-18 09:29:09,135: root: INFO: MyTrader : Executing the before_starting_trading lifecycle method
2024-03-18 09:29:09,136: root: INFO: [34mMyTrader : Executing the on_trading_iteration lifecycle method at 2024-03-18 09:29:09[0m
2024-03-18 09:29:09,137: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 09:29:09,161: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 09:29:14,872: root: INFO: [34mMyTrader : Trading iteration ended at 2024-03-18 09:29:14[0m
2024-03-18 09:29:14,875: root: INFO: MyTrader : [34mSleeping for 86400 seconds[0m
2024-03-18 09:29:14,876: root: INFO: Current backtesting datetime 2021-01-05 09:30:00-05:00
2024-03-18 09:29:14,876: root: INFO: [34mMyTrader : Executing the on_trading_iteration lifecycle method at 2024-03-18 09:29:14[0m
2024-03-18 09:29:14,876: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 09:29:14,879: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 09:29:16,897: root: INFO: [34mMyTrader : Trading iteration ended at 2024-03-18 09:29:16[0m
2024-03-18 09:29:16,900: root: INFO: MyTrader : [34mSleeping for 86400 seconds[0m
2024-03-18 09:29:16,900: root: INFO: Current backtesting datetime 2021-01-06 09:30:00-05:00
2024-03-18 09:29:16,901: root: INFO: [34mMyTrader : Executing the on_trading_iteration lifecycle method at 2024-03-18 09:29:16[0m
2024-03-18 09:29:16,901: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 09:29:16,903: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 09:29:19,074: root: INFO: [34mMyTrader : Trading iteration ended at 2024-03-18 09:29:19[0m
2024-03-18 09:29:19,077: root: INFO: MyTrader : [34mSleeping for 86400 seconds[0m
2024-03-18 09:29:19,077: root: INFO: Current backtesting datetime 2021-01-07 09:30:00-05:00
2024-03-18 09:29:19,078: root: INFO: [34mMyTrader : Executing the on_trading_iteration lifecycle method at 2024-03-18 09:29:19[0m
2024-03-18 09:29:19,078: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 09:29:19,081: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-18 09:29:20,760: root: INFO: [34mMyTrader : Trading iteration ended at 2024-03-18 09:29:20[0m
2024-03-18 09:29:20,762: root: INFO: MyTrader : [34mSleeping for 86400 seconds[0m
2024-03-18 09:29:20,763: root: INFO: Current backtesting datetime 2021-01-08 09:30:00-05:00
