datetime,portfolio_value,cash,return
2021-05-07 09:30:00-04:00,100000.0,100000.0,0.0
2021-05-08 09:30:00-04:00,100000.0,100000.0,0.0
2021-05-10 09:30:00-04:00,100000.0,100000.0,0.0
2021-05-11 09:30:00-04:00,100000.0,100000.0,0.0
2021-05-12 09:30:00-04:00,100000.0,100000.0,0.0
2021-05-13 09:30:00-04:00,100000.0,100000.0,0.0
2021-05-14 09:30:00-04:00,100000.0,100000.0,0.0
2021-05-15 09:30:00-04:00,100000.0,100000.0,0.0
2021-05-17 09:30:00-04:00,100000.0,100000.0,0.0
2021-05-18 09:30:00-04:00,100000.0,100000.0,0.0
2021-05-19 09:30:00-04:00,100000.0,100000.0,0.0
2021-05-20 09:30:00-04:00,100000.0,100000.0,0.0
2021-05-21 09:30:00-04:00,100000.0,100000.0,0.0
2021-05-22 09:30:00-04:00,100000.0,100000.0,0.0
2021-05-24 09:30:00-04:00,100000.0,100000.0,0.0
2021-05-25 09:30:00-04:00,100000.0,100000.0,0.0
2021-05-26 09:30:00-04:00,100000.0,100000.0,0.0
2021-05-27 09:30:00-04:00,100000.0,100000.0,0.0
2021-05-28 09:30:00-04:00,100000.0,100000.0,0.0
2021-05-29 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-01 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-02 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-03 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-04 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-05 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-07 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-08 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-09 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-10 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-11 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-12 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-14 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-15 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-16 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-17 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-18 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-19 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-21 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-22 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-23 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-24 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-25 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-26 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-28 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-29 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-30 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-01 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-02 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-03 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-06 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-07 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-08 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-09 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-10 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-12 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-13 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-14 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-15 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-19 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-20 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-21 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-22 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-23 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-24 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-26 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-27 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-28 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-29 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-30 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-31 09:30:00-04:00,100000.0,100000.0,0.0
2021-08-02 09:30:00-04:00,100000.0,100000.0,0.0
2021-08-03 09:30:00-04:00,100000.0,100000.0,0.0
2021-08-04 09:30:00-04:00,100000.0,100000.0,0.0
2021-08-05 09:30:00-04:00,100000.0,100000.0,0.0
2021-08-06 09:30:00-04:00,100000.0,100000.0,0.0
2021-08-07 09:30:00-04:00,100000.0,100000.0,0.0
2021-08-09 09:30:00-04:00,100000.0,100000.0,0.0
2021-08-10 09:30:00-04:00,100000.0,100000.0,0.0
2021-08-11 09:30:00-04:00,100000.0,100000.0,0.0
2021-08-12 09:30:00-04:00,100000.0,100000.0,0.0
2021-08-13 09:30:00-04:00,100000.0,100000.0,0.0
2021-08-14 09:30:00-04:00,100000.0,100000.0,0.0
2021-08-16 09:30:00-04:00,100000.0,100000.0,0.0
2021-08-17 09:30:00-04:00,100000.0,100000.0,0.0
2021-08-18 09:30:00-04:00,100000.0,100000.0,0.0
2021-08-19 09:30:00-04:00,100000.0,100000.0,0.0
2021-08-20 09:30:00-04:00,100000.0,100000.0,0.0
2021-08-21 09:30:00-04:00,100000.0,100000.0,0.0
2021-08-23 09:30:00-04:00,100000.0,100000.0,0.0
2021-08-24 09:30:00-04:00,100000.0,100000.0,0.0
2021-08-25 09:30:00-04:00,100000.0,100000.0,0.0
2021-08-26 09:30:00-04:00,100000.0,100000.0,0.0
2021-08-27 09:30:00-04:00,100000.0,100000.0,0.0
2021-08-28 09:30:00-04:00,100000.0,100000.0,0.0
2021-08-30 09:30:00-04:00,100000.0,100000.0,0.0
2021-08-31 09:30:00-04:00,100000.0,100000.0,0.0
2021-09-01 09:30:00-04:00,100000.0,100000.0,0.0
2021-09-02 09:30:00-04:00,100000.0,100000.0,0.0
2021-09-03 09:30:00-04:00,100000.0,100000.0,0.0
2021-09-04 09:30:00-04:00,100000.0,100000.0,0.0
2021-09-07 09:30:00-04:00,100000.0,100000.0,0.0
2021-09-08 09:30:00-04:00,100000.0,100000.0,0.0
2021-09-09 09:30:00-04:00,100000.0,100000.0,0.0
2021-09-10 09:30:00-04:00,100000.0,100000.0,0.0
2021-09-11 09:30:00-04:00,100000.0,100000.0,0.0
2021-09-13 09:30:00-04:00,100000.0,100000.0,0.0
2021-09-14 09:30:00-04:00,100000.0,100000.0,0.0
2021-09-15 09:30:00-04:00,100000.0,100000.0,0.0
2021-09-16 09:30:00-04:00,100000.0,100000.0,0.0
2021-09-17 09:30:00-04:00,100000.0,100000.0,0.0
2021-09-18 09:30:00-04:00,100000.0,100000.0,0.0
2021-09-20 09:30:00-04:00,100000.0,100000.0,0.0
2021-09-21 09:30:00-04:00,100000.0,100000.0,0.0
2021-09-22 09:30:00-04:00,100000.0,100000.0,0.0
2021-09-23 09:30:00-04:00,100000.0,100000.0,0.0
2021-09-24 09:30:00-04:00,100000.0,100000.0,0.0
2021-09-25 09:30:00-04:00,100000.0,100000.0,0.0
2021-09-27 09:30:00-04:00,100000.0,100000.0,0.0
2021-09-28 09:30:00-04:00,100000.0,100000.0,0.0
2021-09-29 09:30:00-04:00,100000.0,100000.0,0.0
2021-09-30 09:30:00-04:00,100000.0,100000.0,0.0
2021-10-01 09:30:00-04:00,100000.0,100000.0,0.0
2021-10-02 09:30:00-04:00,100000.0,100000.0,0.0
2021-10-04 09:30:00-04:00,100000.0,100000.0,0.0
2021-10-05 09:30:00-04:00,100000.0,100000.0,0.0
2021-10-06 09:30:00-04:00,100000.0,100000.0,0.0
2021-10-07 09:30:00-04:00,100000.0,100000.0,0.0
2021-10-08 09:30:00-04:00,100000.0,100000.0,0.0
2021-10-09 09:30:00-04:00,100000.0,100000.0,0.0
2021-10-11 09:30:00-04:00,100000.0,100000.0,0.0
2021-10-12 09:30:00-04:00,100000.0,100000.0,0.0
2021-10-13 09:30:00-04:00,100000.0,100000.0,0.0
2021-10-14 09:30:00-04:00,100000.0,100000.0,0.0
2021-10-15 09:30:00-04:00,100000.0,100000.0,0.0
2021-10-16 09:30:00-04:00,100000.0,100000.0,0.0
2021-10-18 09:30:00-04:00,100000.0,100000.0,0.0
2021-10-19 09:30:00-04:00,100000.0,100000.0,0.0
2021-10-20 09:30:00-04:00,100000.0,100000.0,0.0
2021-10-21 09:30:00-04:00,100000.0,100000.0,0.0
2021-10-22 09:30:00-04:00,100000.0,100000.0,0.0
2021-10-23 09:30:00-04:00,100000.0,100000.0,0.0
2021-10-25 09:30:00-04:00,100000.0,100000.0,0.0
2021-10-26 09:30:00-04:00,100000.0,100000.0,0.0
2021-10-27 09:30:00-04:00,100000.0,100000.0,0.0
2021-10-28 09:30:00-04:00,100000.0,100000.0,0.0
2021-10-29 09:30:00-04:00,100000.0,100000.0,0.0
2021-10-30 09:30:00-04:00,100000.0,100000.0,0.0
2021-11-01 09:30:00-04:00,100000.0,100000.0,0.0
2021-11-02 09:30:00-04:00,100000.0,100000.0,0.0
2021-11-03 09:30:00-04:00,100000.0,100000.0,0.0
2021-11-04 09:30:00-04:00,100000.0,100000.0,0.0
2021-11-05 09:30:00-04:00,100000.0,100000.0,0.0
2021-11-06 09:30:00-04:00,100000.0,100000.0,0.0
2021-11-08 09:30:00-05:00,100000.0,100000.0,0.0
2021-11-09 09:30:00-05:00,100000.0,100000.0,0.0
2021-11-10 09:30:00-05:00,100000.0,100000.0,0.0
2021-11-11 09:30:00-05:00,100000.0,100000.0,0.0
2021-11-12 09:30:00-05:00,100000.0,100000.0,0.0
2021-11-13 09:30:00-05:00,100000.0,100000.0,0.0
2021-11-15 09:30:00-05:00,100000.0,100000.0,0.0
2021-11-16 09:30:00-05:00,100000.0,100000.0,0.0
2021-11-17 09:30:00-05:00,100000.0,100000.0,0.0
2021-11-18 09:30:00-05:00,100000.0,100000.0,0.0
2021-11-19 09:30:00-05:00,100000.0,100000.0,0.0
2021-11-20 09:30:00-05:00,100000.0,100000.0,0.0
2021-11-22 09:30:00-05:00,100000.0,100000.0,0.0
2021-11-23 09:30:00-05:00,100000.0,100000.0,0.0
2021-11-24 09:30:00-05:00,100000.0,100000.0,0.0
2021-11-25 09:30:00-05:00,100000.0,100000.0,0.0
2021-11-26 09:30:00-05:00,100000.0,100000.0,0.0
2021-11-27 09:30:00-05:00,100000.0,100000.0,0.0
2021-11-29 09:30:00-05:00,100000.0,100000.0,0.0
2021-11-30 09:30:00-05:00,100000.0,100000.0,0.0
2021-12-01 09:30:00-05:00,100000.0,100000.0,0.0
2021-12-02 09:30:00-05:00,100000.0,100000.0,0.0
2021-12-03 09:30:00-05:00,100000.0,100000.0,0.0
2021-12-04 09:30:00-05:00,100000.0,100000.0,0.0
2021-12-06 09:30:00-05:00,100000.0,100000.0,0.0
2021-12-07 09:30:00-05:00,100000.0,100000.0,0.0
2021-12-08 09:30:00-05:00,100000.0,100000.0,0.0
2021-12-09 09:30:00-05:00,100000.0,100000.0,0.0
2021-12-10 09:30:00-05:00,100000.0,100000.0,0.0
2021-12-11 09:30:00-05:00,100000.0,100000.0,0.0
2021-12-13 09:30:00-05:00,100000.0,100000.0,0.0
2021-12-14 09:30:00-05:00,100000.0,100000.0,0.0
2021-12-15 09:30:00-05:00,100000.0,100000.0,0.0
2021-12-16 09:30:00-05:00,100000.0,100000.0,0.0
2021-12-17 09:30:00-05:00,100000.0,100000.0,0.0
2021-12-18 09:30:00-05:00,100000.0,100000.0,0.0
2021-12-20 09:30:00-05:00,100000.0,100000.0,0.0
2021-12-21 09:30:00-05:00,100000.0,100000.0,0.0
2021-12-22 09:30:00-05:00,100000.0,100000.0,0.0
2021-12-23 09:30:00-05:00,100000.0,100000.0,0.0
2021-12-24 09:30:00-05:00,100000.0,100000.0,0.0
2021-12-27 09:30:00-05:00,100000.0,100000.0,0.0
2021-12-28 09:30:00-05:00,100000.0,100000.0,0.0
2021-12-29 09:30:00-05:00,100000.0,100000.0,0.0
2021-12-30 09:30:00-05:00,100000.0,100000.0,0.0
2021-12-31 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-01 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-03 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-04 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-05 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-06 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-07 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-08 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-10 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-11 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-12 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-13 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-14 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-15 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-18 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-19 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-20 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-24 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-25 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-26 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-27 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-28 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-29 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-31 09:30:00-05:00,100000.0,100000.0,0.0
2022-02-01 09:30:00-05:00,100000.0,100000.0,0.0
2022-02-02 09:30:00-05:00,100000.0,100000.0,0.0
2022-02-03 09:30:00-05:00,100000.0,100000.0,0.0
2022-02-04 09:30:00-05:00,100000.0,100000.0,0.0
2022-02-05 09:30:00-05:00,100000.0,100000.0,0.0
2022-02-07 09:30:00-05:00,100000.0,100000.0,0.0
2022-02-08 09:30:00-05:00,100000.0,100000.0,0.0
2022-02-09 09:30:00-05:00,100000.0,100000.0,0.0
2022-02-10 09:30:00-05:00,100000.0,100000.0,0.0
2022-02-11 09:30:00-05:00,100000.0,100000.0,0.0
2022-02-12 09:30:00-05:00,100000.0,100000.0,0.0
2022-02-14 09:30:00-05:00,100000.0,100000.0,0.0
2022-02-15 09:30:00-05:00,100000.0,100000.0,0.0
2022-02-16 09:30:00-05:00,100000.0,100000.0,0.0
2022-02-17 09:30:00-05:00,100000.0,100000.0,0.0
2022-02-18 09:30:00-05:00,100000.0,100000.0,0.0
2022-02-19 09:30:00-05:00,100000.0,100000.0,0.0
2022-02-22 09:30:00-05:00,100000.0,100000.0,0.0
2022-02-23 09:30:00-05:00,100000.0,100000.0,0.0
2022-02-24 09:30:00-05:00,100000.0,100000.0,0.0
2022-02-25 09:30:00-05:00,100000.0,100000.0,0.0
2022-02-26 09:30:00-05:00,100000.0,100000.0,0.0
2022-02-28 09:30:00-05:00,100000.0,100000.0,0.0
2022-03-01 09:30:00-05:00,100000.0,100000.0,0.0
2022-03-02 09:30:00-05:00,100000.0,100000.0,0.0
2022-03-03 09:30:00-05:00,100000.0,100000.0,0.0
2022-03-07 09:30:00-05:00,100000.0,100000.0,0.0
2022-03-08 09:30:00-05:00,100000.0,100000.0,0.0
2022-03-09 09:30:00-05:00,100000.0,100000.0,0.0
2022-03-10 09:30:00-05:00,100000.0,100000.0,0.0
2022-03-11 09:30:00-05:00,100000.0,100000.0,0.0
2022-03-12 09:30:00-05:00,100000.0,100000.0,0.0
2022-03-14 09:30:00-04:00,100000.0,100000.0,0.0
2022-03-15 09:30:00-04:00,100000.0,100000.0,0.0
2022-03-16 09:30:00-04:00,100000.0,100000.0,0.0
2022-03-17 09:30:00-04:00,100000.0,100000.0,0.0
2022-03-21 09:30:00-04:00,100000.0,100000.0,0.0
2022-03-22 09:30:00-04:00,100000.0,100000.0,0.0
2022-03-23 09:30:00-04:00,100000.0,100000.0,0.0
2022-03-25 09:30:00-04:00,100000.0,100000.0,0.0
2022-03-26 09:30:00-04:00,100000.0,100000.0,0.0
2022-03-28 09:30:00-04:00,100000.0,100000.0,0.0
2022-03-29 09:30:00-04:00,100000.0,100000.0,0.0
2022-03-30 09:30:00-04:00,100000.0,100000.0,0.0
2022-03-31 09:30:00-04:00,100000.0,100000.0,0.0
2022-04-01 09:30:00-04:00,100000.0,100000.0,0.0
2022-04-02 09:30:00-04:00,100000.0,100000.0,0.0
2022-04-04 09:30:00-04:00,100000.0,100000.0,0.0
2022-04-05 09:30:00-04:00,100000.0,100000.0,0.0
2022-04-06 09:30:00-04:00,100000.0,100000.0,0.0
2022-04-07 09:30:00-04:00,100000.0,100000.0,0.0
2022-04-08 09:30:00-04:00,100000.0,100000.0,0.0
2022-04-09 09:30:00-04:00,100000.0,100000.0,0.0
2022-04-11 09:30:00-04:00,100000.0,100000.0,0.0
2022-04-12 09:30:00-04:00,100000.0,100000.0,0.0
2022-04-13 09:30:00-04:00,100000.0,100000.0,0.0
2022-04-14 09:30:00-04:00,100000.0,100000.0,0.0
